IDCode,Year,Month,CO_MEAN,NO2_MEAN,PM2_5_MEAN,PM10_MEAN,SO2_MEAN,LSTA_MEAN,LSTT_MEAN,NTL_MEAN,O3_MEAN,PM1_MEAN
951375,2020,6,0.519999980927,13.0,12.1999998093,24.2000007629,10.0,30215.0,29665.4666667,17.1100000011,77.2000045776,77.2000045776
951375,2020,7,0.579999983311,13.5,11.1999998093,22.3999996185,9.69999980927,29962.9032258,29564.0322581,1.21666664547,62.2999992371,62.2999992371
951375,2020,8,0.620000004768,15.0,12.3000001907,24.3999996185,11.1000003815,29937.0967742,29495.7903226,14.5122220516,65.4000015259,7.40000009537
951375,2020,9,0.659999966621,14.3000001907,13.6000003815,25.8000011444,11.6999998093,29695.0,29314.85,1.91777781645,65.7000045776,8.30000019073
951375,2020,10,0.699999988079,20.1000003815,17.1000003815,32.9000015259,13.9000005722,29041.9354839,28933.7258065,12.6133333047,72.90000152589998,10.9000005722
951375,2020,11,0.930000007153,24.3000011444,23.0,44.2999992371,13.4000005722,28613.3333333,28659.2166667,22.3844445017,79.3000030518,15.5
951375,2020,12,0.930000007153,22.8999996185,26.6000003815,46.1000022888,11.1000003815,28432.2580645,28543.4677419,22.0999999576,71.4000015259,18.5
951375,2021,1,1.01999998093,23.6000003815,34.4000015259,57.2000007629,14.4000005722,28361.2903226,28497.8225806,18.5111112595,83.90000152589998,22.7000007629
951375,2021,2,0.839999973774,20.0,32.1000022888,48.7999992371,9.5,28525.0,28693.0178571,17.8055553436,105.099998474,20.8999996185
951375,2021,3,1.05999994278,29.7000007629,52.7000007629,98.2000045776,10.8000001907,28937.0967742,29128.7741935,23.2688888444,140.800003052,32.6000022888
951375,2021,4,0.819999992847,23.2000007629,37.2999992371,64.8000030518,10.1000003815,29351.6666667,29380.5833333,20.4822223451,134.400009155,23.0
951375,2021,5,0.560000002384,14.6000003815,17.3999996185,32.7000007629,9.5,29877.4193548,29557.016129,33.9266666306,114.700004578,10.5
951375,2021,6,0.550000011921,12.6999998093,12.8000001907,23.1000003815,9.80000019073,30000.0,29436.0666667,11.3988888529,85.40000152589998,7.5
951375,2021,7,0.52999997139,11.6999998093,13.0,22.6000003815,12.1000003815,29762.9032258,29464.8225806,4.02888884809,80.0,7.80000019073
951375,2021,8,0.589999973774,11.4000005722,12.9000005722,22.0,11.6000003815,29627.4193548,29479.9032258,0.0,74.5999984741,7.7000002861
951375,2021,9,0.610000014305,14.1999998093,15.1999998093,25.7000007629,10.5,29493.3333333,29338.1833333,25.0244443682,86.90000152589998,9.10000038147
951375,2021,10,0.669999957085,14.5,14.9000005722,23.2000007629,11.4000005722,28924.1935484,28956.7903226,16.8188888232,65.7000045776,9.0
951375,2021,11,0.709999978542,17.1000003815,19.5,29.3999996185,11.0,28531.6666667,28682.5833333,17.37888866,61.6000022888,12.0
951375,2021,12,0.949999988079,21.7000007629,28.2000007629,41.0,12.6000003815,28277.4193548,28442.1129032,23.0033335156,70.0999984741,18.2000007629
951375,2022,1,0.799999952316,18.6000003815,22.3000011444,32.9000015259,10.1000003815,28256.6935484,28420.2258065,29.903333346,76.0999984741,
951375,2022,2,0.889999985695,18.1000003815,27.8999996185,40.0,9.19999980927,28237.3392857,28458.625,27.0244444741,95.5999984741,
951375,2022,3,0.930000007153,21.0,32.7999992371,53.2999992371,9.80000019073,28863.5645161,29111.9193548,25.9666667514,120.300003052,
951375,2022,4,0.729999959469,16.6000003815,28.8000011444,50.2000007629,9.60000038147,29004.4666667,29203.4666667,24.5077777439,124.800003052,
951375,2022,5,0.569999992847,12.5,15.9000005722,29.0,8.9000005722,29212.7419355,29356.0967742,19.5588888592,92.9000015259,
951375,2022,6,0.509999990463,10.9000005722,11.1999998093,21.6000003815,8.5,29334.45,29493.8166667,1.20444444815,75.3000030518,
