,IDCode,Year,Month,CO_MEAN,NO2_MEAN,PM2_5_MEAN,PM10_MEAN,SO2_MEAN,LSTA_MEAN,LSTT_MEAN,NTL_MEAN,O3_MEAN,GridProd_Steel_tot,GridProd_Iron_tot,Polygon_ID,Centroid_Long,Centroid_Lat
16052,5287819,2021,6,0.620000004768,18.1000003815,18.8999996185,37.4000015259,8.19999980927,29921.6666667,29620.4,30.6225004196,105.0,14.4492955205508,12.5853913141216,1609484,118.85087441944916,28.89968423519221
16053,5287819,2021,7,0.52999997139,15.1000003815,14.6999998093,32.0,8.0,30216.1290323,29829.3548387,25.4549999237,98.7000045776,11.6421330328784,10.9443803316848,1609484,118.85087441944916,28.89968423519221
16054,5287819,2021,8,0.579999983311,15.1999998093,15.9000005722,32.5,7.0,30262.9032258,29872.4516129,8.13749980927,106.300003052,10.724717444272,10.1690995525808,1609484,118.85087441944916,28.89968423519221
16055,5287819,2021,9,0.659999966621,20.1000003815,22.6000003815,45.4000015259,8.80000019073,30111.6666667,29899.9166667,21.1925001144,139.900009155,10.6471893663616,9.9849703675436,1609484,118.85087441944916,28.89968423519221
16056,5287819,2021,10,0.610000014305,25.7000007629,23.7000007629,46.7999992371,8.69999980927,29395.1612903,29249.7741935,30.465000391,99.9000015259,10.2466276304912,9.6942400753796,1609484,118.85087441944916,28.89968423519221
16057,5287819,2021,11,0.680000007153,34.2999992371,28.1000003815,56.1000022888,10.3000001907,28563.3333333,28362.8666667,25.9400000572,74.8000030518,10.1529478696828,9.4099704563748,1609484,118.85087441944916,28.89968423519221
16058,5287819,2021,12,0.829999983311,42.5,38.6000022888,77.8000030518,11.5,28067.7419355,27959.6935484,29.9124999046,73.5,11.3126387017592,10.3887624399936,1609484,118.85087441944916,28.89968423519221
16059,5287819,2022,1,0.810000002384,33.9000015259,36.2000007629,64.0999984741,8.30000019073,27605.5483871,27743.8709677,31.5675005913,59.2999992371,14.3071607110484,11.2674139896448,1609484,118.85087441944916,28.89968423519221
16060,5287819,2022,2,0.629999995232,21.0,21.5,35.7999992371,6.59999990463,27570.9821429,27649.5,25.3799996376,76.0999984741,14.8627786027396,11.4870768770576,1609484,118.85087441944916,28.89968423519221
16061,5287819,2022,3,0.729999959469,26.0,23.7000007629,44.9000015259,8.69999980927,28464.7419355,28554.8387097,31.1899995804,98.5,9.20645925186,7.2650269675204,1609484,118.85087441944916,28.89968423519221
16062,5287819,2022,4,0.620000004768,22.3999996185,24.0,46.2999992371,8.80000019073,28883.6833333,28925.3333333,26.4349997044,119.300003052,10.3661500839364,8.424717799596799,1609484,118.85087441944916,28.89968423519221
16063,5287819,2022,5,0.620000004768,21.3999996185,23.5,41.9000015259,8.10000038147,29069.6129032,29200.3548387,19.5349998474,122.200004578,13.9356720043944,11.3772454333512,1609484,118.85087441944916,28.89968423519221
16064,5287819,2022,6,0.610000014305,16.3000011444,15.5,31.6000003815,8.30000019073,29556.4333333,29825.9333333,19.1799998283,100.900001526,12.9730317036736,10.3241557084016,1609484,118.85087441944916,28.89968423519221
16065,5287819,2022,7,0.579999983311,15.0,17.8000011444,36.2999992371,8.10000038147,29946.2903226,30160.1612903,0.0,120.400001526,12.1589868856144,10.3984534497324,1609484,118.85087441944916,28.89968423519221
16066,5287819,2022,8,0.589999973774,16.0,19.3000011444,36.0,9.0,30016.1612903,30162.016129,22.7150001526,132.0,12.6855317480892,10.692414078476,1609484,118.85087441944916,28.89968423519221
16067,5287819,2022,9,0.629999995232,19.5,27.6000003815,48.1000022888,10.1000003815,29581.9833333,29838.6166667,23.357499361,160.199996948,11.9490150079404,10.3338467181404,1609484,118.85087441944916,28.89968423519221
16068,5287819,2022,10,0.550000011921,25.3000011444,24.3000011444,44.2000007629,8.69999980927,28900.2903226,29102.0645161,27.0949997902,112.300003052,12.3043520316964,9.8783692604168,1609484,118.85087441944916,28.89968423519221
16069,5287819,2022,11,0.689999997616,29.3999996185,27.8000011444,42.6000022888,8.4000005722,28751.7666667,28815.6833333,16.5575002432,65.5999984741,12.7242957870444,10.3661500839364,1609484,118.85087441944916,28.89968423519221
